-2.698356858919393364e+00 -3.537853419183802361e-01 1.134976145600301933e+01 -1.244044170180673037e+00 -5.391023056060672419e-02 3.910476068820610551e-02 4.448395761778400348e-01 1.498083561831765609e+00 -9.487745951417823898e-02 3.682473688856366500e+00 -2.239450040304299602e-02 -2.048275830422270793e+00 -1.125773327517654715e-01 8.642756079061996388e+00 1.126813182657911527e+00 4.077850006557645623e-01 -7.290472918076023046e-01
-2.745897537965713120e+00 -2.329598925768475715e-01 1.132366486101588521e+01 -1.222197413035548186e+00 -3.195653649337741598e-02 1.919408211404408787e-02 4.232820753526691515e-01 1.137792322800091460e+00 1.718635451606175812e-01 1.580298086558908632e-01 2.467719894878614428e-01 -1.463705494717009448e-01 7.846442152946425663e-02 8.399686992535688290e+00 1.158364604676305865e+00 1.171843734111555069e-02 -1.057506007137427595e+00
-2.581451257675116295e+00 -3.569184111513111213e-01 1.126896946853124071e+01 -1.151652863363431978e+00 -7.719658356526176712e-02 3.507891942101470234e-02 4.771887090681237731e-01 3.962908876444093398e-01 -2.291760999812235411e-02 1.529797848034945451e+00 -2.441628056786610546e-01 -1.455718838551123939e+00 1.723434289889277382e-01 8.568164550519654199e+00 1.114988579056653828e+00 4.762209061615211847e-01 8.110608331987886332e-01
-2.502981147273460216e+00 -4.398517991325711640e-01 1.125353145969268631e+01 -1.118506532209569082e+00 -1.063023742653820131e-01 2.017352324723942214e-02 4.049151671960125043e-01 7.381389862177755168e-01 -7.635705394419627090e-02 2.412121463648575048e+00 -7.840262051845467428e-02 -2.779661510394479063e+00 1.852868967888658958e-01 8.696189122985433784e+00 1.075417203359146479e+00 1.752438837950156814e-01 1.566346600432725111e+00
-2.652582112126578462e+00 -3.239188836519664716e-01 1.127394197400228038e+01 -1.167018532017001231e+00 -9.991202277221683525e-02 4.421871451928810481e-02 2.251984492779615377e-01 1.549025166403288134e+00 8.607968655421831261e-02 6.292052910841327007e-01 2.046260498186830701e-01 -1.939644353318446202e+00 -3.901800579581406192e-02 8.401293506400532962e+00 1.020131232839263324e+00 2.254686678731035177e-01 -1.844975312501974996e+00
-2.615637210288321857e+00 -4.315461390496164173e-01 1.133393809281371034e+01 -1.185012942624977805e+00 -1.195095325058727342e-01 2.205030031509670752e-02 3.697185816789161361e-01 3.299736401216765147e-01 6.487736657018478015e-02 4.344150370051051979e-01 3.056174944997107623e-01 -1.274244425746539067e-01 1.045452144013952755e-01 8.637428380564209363e+00 1.161073413458382664e+00 5.070983338893692016e-01 -1.461408874375058620e+00
-2.694241992559901266e+00 -2.548754895421109778e-01 1.129354495398785652e+01 -1.258211258492732965e+00 2.780873128714016207e-02 4.600499965395219576e-02 -3.304532304061196246e-01 8.373367417263063439e-01 1.649446477535325417e-01 3.990788904369580781e+00 -9.001956283271352055e-02 -2.826201242761715804e+00 9.805488390529354392e-02 8.710837839725273923e+00 1.080287173780871468e+00 7.417498041860060010e-01 -5.858341235862790652e-01
-2.686513191344515938e+00 -3.058399305904302423e-01 1.134815339998755235e+01 -1.182805821442939109e+00 -8.349331916707568302e-02 3.349692180647764750e-02 -3.340586456553951145e-01 1.941923904119197797e+00 7.104442965728166581e-02 1.031863073646372531e+00 3.589046632925713687e-01 -2.866026091770123685e+00 -1.486956095826048874e-01 8.476288168792994071e+00 9.381768376247888730e-01 5.002980656013042982e-01 -1.821669980212438977e+00
-2.591418482863777850e+00 -4.119233947526096951e-01 1.130511174559453202e+01 -1.142055065854577833e+00 -1.357335466329793461e-01 4.047645049332658507e-02 2.859324317419103534e-01 1.586864192478095514e+00 3.090668424739430320e-02 5.776012504497823885e-01 1.450155950492005297e-01 -3.699311718340648342e-02 1.555017831985901211e-01 8.451209066697844108e+00 1.079239820641881620e+00 8.859109718753589435e-01 8.827424627609649077e-01
-2.619933095678680601e+00 -2.921934095774405549e-01 1.130038591536429671e+01 -1.199264673828317918e+00 -2.321342587419497616e-02 4.071492691163507149e-02 1.056018625622717200e-01 1.054882113865462712e+00 -1.745199244093558755e-01 1.249257318592144061e+00 -3.726922602904393922e-01 6.209323128291019955e-01 -4.292521841102042712e-02 8.650338499914086654e+00 1.183372596645996033e+00 2.270222377835605654e-01 -1.484913433783128234e+00
