6.797827e-36 4.111996e-31 9.107629e-27 7.418948e-23 2.236567e-19 2.517936e-16 1.072719e-13 1.764071e-11 1.154123e-09 3.146345e-08 3.829494e-07 2.283664e-06 7.404541e-06 1.443089e-05 1.893195e-05 1.941835e-05 1.779659e-05 1.522513e-05 1.189220e-05 8.146989e-06 4.675608e-06 2.123799e-06 7.050089e-07 1.530189e-07 1.903339e-08 1.195861e-09 3.427318e-11 4.158639e-13 2.018344e-15 3.493051e-18
5.725651e-29 9.109960e-25 5.337778e-21 1.159720e-17 9.437486e-15 2.919704e-12 3.512276e-10 1.700875e-08 3.497717e-07 3.303203e-06 1.583007e-05 4.259418e-05 7.048066e-05 8.020088e-05 7.311291e-05 6.045516e-05 4.673668e-05 3.290239e-05 2.027812e-05 1.047208e-05 4.297252e-06 1.301052e-06 2.612333e-07 3.049805e-08 1.818535e-09 4.981129e-11 5.803602e-13 2.729116e-15 4.984404e-18 3.245397e-21
2.258814e-34 1.007743e-29 1.648256e-25 9.931777e-22 2.220113e-18 1.859643e-15 5.923807e-13 7.336540e-11 3.653590e-09 7.701951e-08 7.413233e-07 3.602453e-06 9.899071e-06 1.729066e-05 2.197400e-05 2.345302e-05 2.283388e-05 2.027174e-05 1.581113e-05 1.035175e-05 5.407782e-06 2.118725e-06 5.727497e-07 9.573292e-08 8.744904e-09 3.892767e-10 7.708890e-12 6.357775e-14 2.077623e-16 2.426563e-19
2.023106e-38 2.045253e-33 7.559857e-29 1.025527e-24 5.132471e-21 9.547382e-18 6.672384e-15 1.779718e-12 1.854805e-10 7.826324e-09 1.410484e-07 1.172405e-06 4.958560e-06 1.188790e-05 1.812558e-05 2.020435e-05 1.900270e-05 1.620261e-05 1.238243e-05 8.118419e-06 4.342154e-06 1.791478e-06 5.321439e-07 1.038354e-07 1.187174e-08 7.053137e-10 1.960283e-11 2.351064e-13 1.143082e-15 1.999106e-18
8.278684e-32 2.625994e-27 3.062330e-23 1.320653e-19 2.123886e-16 1.289204e-13 3.006577e-11 2.766339e-09 1.044890e-07 1.716271e-06 1.322739e-05 5.208904e-05 1.139453e-04 1.522866e-04 1.428419e-04 1.103025e-04 7.635389e-05 4.681892e-05 2.420318e-05 9.969141e-06 3.069212e-06 6.511740e-07 8.563450e-08 6.181015e-09 2.182054e-10 3.434916e-12 2.256386e-14 5.912957e-17 5.982887e-20 2.170606e-23
1.238982e-34 6.163634e-30 1.122893e-25 7.525196e-22 1.867046e-18 1.730925e-15 6.078992e-13 8.255766e-11 4.474662e-09 1.016203e-07 1.039913e-06 5.284193e-06 1.480999e-05 2.518362e-05 2.889175e-05 2.589139e-05 2.074383e-05 1.555736e-05 1.070078e-05 6.499093e-06 3.341158e-06 1.382895e-06 4.302162e-07 9.101396e-08 1.151094e-08 7.621493e-10 2.361817e-11 3.151371e-13 1.699280e-15 3.279853e-18
2.959655e-38 3.136943e-33 1.215443e-28 1.727948e-24 9.060379e-21 1.765158e-17 1.291435e-14 3.604407e-12 3.929138e-10 1.733776e-08 3.267453e-07 2.835116e-06 1.239351e-05 2.979277e-05 4.282943e-05 4.130181e-05 3.134633e-05 2.124517e-05 1.317422e-05 7.215171e-06 3.326435e-06 1.224711e-06 3.376598e-07 6.382428e-08 7.359071e-09 4.550520e-10 1.344656e-11 1.737222e-13 9.166966e-16 1.744460e-18
3.140603e-35 2.150295e-30 5.399290e-26 4.995465e-22 1.714238e-18 2.202262e-15 1.073505e-12 2.024965e-10 1.521574e-08 4.749451e-07 6.518832e-06 4.209834e-05 1.369211e-04 2.395845e-04 2.461753e-04 1.714370e-04 9.622350e-05 4.781079e-05 2.070452e-05 7.378117e-06 2.022987e-06 3.928977e-07 4.851776e-08 3.357847e-09 1.153740e-10 1.785054e-12 1.159773e-14 3.018586e-17 3.042465e-20 1.101914e-23
6.772257e-32 2.041680e-27 2.260859e-23 9.247519e-20 1.408351e-16 8.078922e-14 1.775655e-11 1.534048e-09 5.415484e-08 8.277560e-07 5.938183e-06 2.203048e-05 4.666949e-05 6.274153e-05 6.154014e-05 5.119732e-05 3.897298e-05 2.684905e-05 1.603522e-05 7.901006e-06 3.033552e-06 8.423840e-07 1.528002e-07 1.599260e-08 8.532309e-10 2.092672e-11 2.186927e-13 9.241674e-16 1.519862e-18 8.940193e-22
7.685352e-35 3.648824e-30 6.345183e-26 4.060031e-22 9.621891e-19 8.526807e-16 2.865834e-13 3.731918e-11 1.945837e-09 4.274733e-08 4.272382e-07 2.155516e-06 6.164459e-06 1.116119e-05 1.444028e-05 1.538301e-05 1.494144e-05 1.349147e-05 1.103242e-05 7.872119e-06 4.704220e-06 2.241790e-06 7.970563e-07 1.921034e-07 2.773478e-08 2.107571e-09 7.542270e-11 1.168225e-12 7.336513e-15 1.646958e-17
