1.354835e-30 3.154376e-26 2.696760e-22 8.513698e-19 1.000619e-15 4.430659e-13 7.523981e-11 5.034877e-09 1.384533e-07 1.668320e-06 9.655480e-06 2.999771e-05 5.577273e-05 6.904340e-05 6.515855e-05 5.392351e-05 4.178242e-05 3.002152e-05 1.932212e-05 1.070676e-05 4.882675e-06 1.728522e-06 4.365064e-07 6.994173e-08 6.219197e-09 2.713375e-10 5.277117e-12 4.273769e-14 1.370248e-16 1.569191e-19
7.087638e-37 5.370333e-32 1.492650e-27 1.529146e-23 5.812535e-20 8.275538e-17 4.473213e-14 9.363166e-12 7.813843e-10 2.712903e-08 4.158620e-07 3.036242e-06 1.152160e-05 2.513980e-05 3.606136e-05 4.009321e-05 3.888939e-05 3.332460e-05 2.401815e-05 1.363315e-05 5.636011e-06 1.538496e-06 2.469683e-07 2.071401e-08 8.186933e-10 1.407817e-11 9.950486e-14 2.780421e-16 2.983613e-19 1.143419e-22
1.381670e-37 1.126079e-32 3.355612e-28 3.670147e-24 1.481404e-20 2.224104e-17 1.256404e-14 2.716843e-12 2.308573e-10 8.027411e-09 1.215556e-07 8.763257e-07 3.352463e-06 7.568929e-06 1.118937e-05 1.235819e-05 1.172214e-05 1.024053e-05 8.202330e-06 5.826467e-06 3.525030e-06 1.735711e-06 6.573585e-07 1.768846e-07 3.027531e-08 2.894985e-09 1.368477e-10 2.898530e-12 2.544390e-14 8.027755e-17
4.252658e-35 2.467368e-30 5.239856e-26 4.090449e-22 1.180934e-18 1.272017e-15 5.178124e-13 8.121955e-11 5.055720e-09 1.307070e-07 1.502565e-06 8.421902e-06 2.546381e-05 4.542677e-05 5.251666e-05 4.511176e-05 3.342009e-05 2.289302e-05 1.431748e-05 7.858641e-06 3.622350e-06 1.335591e-06 3.708937e-07 7.130194e-08 8.460045e-09 5.441104e-10 1.685498e-11 2.294093e-13 1.278640e-15 2.570157e-18
1.939286e-37 1.503724e-32 4.265518e-28 4.444349e-24 1.710645e-20 2.452403e-17 1.325283e-14 2.748211e-12 2.246706e-10 7.547392e-09 1.109465e-07 7.803244e-07 2.930197e-06 6.583949e-06 9.986180e-06 1.180141e-05 1.232912e-05 1.190200e-05 1.040229e-05 7.906615e-06 4.993741e-06 2.485828e-06 9.104001e-07 2.230790e-07 3.244704e-08 2.472847e-09 8.862985e-11 1.375123e-12 8.657108e-15 1.949704e-17
5.282658e-33 1.944016e-28 2.624761e-24 1.307025e-20 2.418301e-17 1.680561e-14 4.456977e-12 4.620603e-10 1.942456e-08 3.500104e-07 2.924543e-06 1.247104e-05 2.983309e-05 4.384752e-05 4.465191e-05 3.676058e-05 2.724878e-05 1.840610e-05 1.092660e-05 5.445050e-06 2.167644e-06 6.500678e-07 1.356855e-07 1.769674e-08 1.271943e-09 4.474030e-11 7.008846e-13 4.571363e-15 1.181203e-17 1.095426e-20
7.850181e-33 2.698595e-28 3.401806e-24 1.580441e-20 2.725639e-17 1.763274e-14 4.345607e-12 4.176277e-10 1.622063e-08 2.689920e-07 2.065188e-06 8.159624e-06 1.859620e-05 2.733707e-05 2.950869e-05 2.695279e-05 2.262199e-05 1.745203e-05 1.194854e-05 6.959125e-06 3.292254e-06 1.197486e-06 3.110594e-07 5.210294e-08 4.971221e-09 2.390040e-10 5.233782e-12 4.846872e-14 1.795086e-16 2.383440e-19
6.776969e-36 4.698010e-31 1.191229e-26 1.109169e-22 3.813755e-19 4.881485e-16 2.353403e-13 4.348897e-11 3.163174e-09 9.432373e-08 1.226303e-06 7.571809e-06 2.450522e-05 4.545937e-05 5.260298e-05 4.288376e-05 2.884421e-05 1.773713e-05 1.003049e-05 5.027818e-06 2.137447e-06 7.348083e-07 1.929491e-07 3.577782e-08 4.198525e-09 2.738400e-10 8.777708e-12 1.253830e-13 7.400823e-16 1.582094e-18
1.778956e-34 9.417698e-30 1.825539e-25 1.301387e-21 3.433118e-18 3.381614e-15 1.260103e-12 1.811492e-10 1.034990e-08 2.459687e-07 2.601852e-06 1.341722e-05 3.729566e-05 6.129111e-05 6.582994e-05 5.325377e-05 3.750231e-05 2.440520e-05 1.441016e-05 7.405750e-06 3.164522e-06 1.067764e-06 2.662022e-07 4.464759e-08 4.459784e-09 2.331910e-10 5.710433e-12 6.024654e-14 2.571615e-16 3.952254e-19
1.207379e-35 8.615488e-31 2.254827e-26 2.174600e-22 7.778626e-19 1.041514e-15 5.288944e-13 1.038261e-10 8.102788e-09 2.618086e-07 3.704746e-06 2.464100e-05 8.338019e-05 1.566414e-04 1.832615e-04 1.561860e-04 1.115938e-04 6.947162e-05 3.612500e-05 1.471302e-05 4.370981e-06 8.701945e-07 1.046319e-07 6.772321e-09 2.118142e-10 2.934860e-12 1.691795e-14 3.886406e-17 3.447788e-20 1.099294e-23
